"","N9-UI9","WT9-UI9","WT9-N9"
"YY1_01",0.819814681737711,0.864122124094253,0.743685180660122
"GATA3_01",0.773317049297757,0.820680440917412,-0.891496818972595
"ZID_01",0.674528286635307,0.613054025842805,0.651934944780853
"SOX9_B1",0.937234260635646,0.884185908636417,-0.943852997741536
"CEBPGAMMA_Q6",0.817596433948419,0.794013409815926,-0.836508214089557
"HP1SITEFACTOR_Q6",0.842919450150796,0.872607484228949,0.660916453232208
"KCCGNSWTTT_UNKNOWN",0.624638731892009,0.561677856558974,-0.165357370585732
"LHX4_TARGET_GENES",0.492033264948706,0.410020289873734,-0.122205726991028
"ZNF746_TARGET_GENES",0.871891964473911,0.859913740687237,-0.598157420684866
"YY1_02",0.546393040927238,0.526150481726269,-0.70137128999083
"SRY_02",1.11354925587618,1.18549602634488,-0.920603549588369
"CCAWNWWNNNGGC_UNKNOWN",0.645995288788729,0.575309096635025,-0.55310142506457
"ZF5_B",0.716245603082159,0.66174250502999,-0.65048588371481
"TGIF_01",0.844952005867801,0.788698617216521,-0.886806512759288
"SOX5_01",1.02734092608973,0.894174337167016,-0.714746549719551
"WHN_B",1.15016439253944,1.14604613259891,-0.802951837237008
"AR_Q2",0.853739309267957,0.920649726066822,0.77920594020316
"TGATTTRY_GFI1_01",0.960033205509211,0.896927899694646,-1.14622044602161
"CDX1_TARGET_GENES",0.731447707630839,0.587589242160863,0.677539429405656
"PAX2_01",0.893780332404338,0.918240140338675,-0.158582725207874
"NKX3A_01",0.963852344691557,1.10007690617868,-0.707523025326413
"YAATNRNNNYNATT_UNKNOWN",1.01439563402011,1.0712843324209,-1.12222025649419
"YNTTTNNNANGCARM_UNKNOWN",1.09345941661488,0.924654425950358,-0.456794240135024
"HOXA4_Q2",0.826468786169245,0.800136600830906,-0.823739825616703
"CEBPA_01",1.05399653223921,1.00307337570739,0.579904532029476
"GATA2_01",0.547091677420749,0.514689597578973,0.206807446821213
"PIT1_Q6",0.831084995230461,0.798926943945438,0.660675029368267
"GGCNNMSMYNTTG_UNKNOWN",0.897949783401139,1.00131386653207,-0.184542819501664
"FREAC2_01",1.087461603012,1.09514760096776,-0.601809878521716
"AHR_Q5",0.747567732995213,0.732408227023251,-0.57964318317622
"CTR9_TARGET_GENES",0.636980659495104,0.60453770276059,-0.41309986694645
"GGCNKCCATNK_UNKNOWN",0.594511095162938,0.557379931322453,0.496146284547753
"TAXCREB_01",1.20706867486303,1.30948280822812,-0.628970538164085
"GATA1_02",1.04830741535705,1.02300802099943,-0.836508214089557
"GGARNTKYCCA_UNKNOWN",0.76516090169918,0.80051731285286,-0.628970538164085
