Rank	ID	GeneSet	Description	NumGenes	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
1	gmtcustom1	HALLMARK_TNFA_SIGNALING_VIA_NFKB	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_TNFA_SIGNALING_VIA_NFKB	168/200	8.70919352450822e-46	4.35459676225411e-44	5	1.16666666666667	1	7.2576612704235e-47	1	1.74870685239951	1.76330661313186	1	100	1	1	3	1	1	1	1	1	1	1	1	1
2	gmtcustom2	HALLMARK_HYPOXIA	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_HYPOXIA	165/200	1.38410504346333e-07	3.46026260865833e-06	5	5.75	5.5	1.15342094272367e-08	2	1.43324078397215	1.48291241236467	1	10.322045086327	4	10	10	6	9	6	5	4	3	7	2	3
3	gmtcustom43	HALLMARK_IL2_STAT5_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_IL2_STAT5_SIGNALING	148/199	4.75613007669506e-07	7.92688346115844e-06	5	6.66666666666667	6.5	3.96344259456736e-08	2	1.56280620209136	1.61854866502516	1	10.5131973609375	10	11	13	8	8	4	3	5	2	10	4	2
4	gmtcustom13	HALLMARK_ESTROGEN_RESPONSE_EARLY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_EARLY	172/200	1.5862358712351e-06	1.98279483904387e-05	10	8.16666666666667	6	1.32186418705754e-07	2	1.4800070477438	1.49674548653102	1	9.17901730584847	2	6	5	10	13	19	6	6	11	11	3	6
5	gmtcustom31	HALLMARK_INFLAMMATORY_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE	107/200	8.22080450029271e-06	8.22080450029271e-05	5	6.5	4.5	6.85069622947301e-07	2	1.42905989517798	1.47545354791762	1	7.69900601283196	5	3	9	4	10	2	4	3	10	19	5	4
6	gmtcustom6	HALLMARK_TGF_BETA_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_TGF_BETA_SIGNALING	52/54	2.15505187731896e-05	0.000179587656443247	5	6.58333333333333	5.5	1.79589430312619e-06	1	1.5082040903053	1.5082040903053	1	7.45038790975936	3	2	1	14	2	14	10	9	4	2	11	7
7	gmtcustom10	HALLMARK_APOPTOSIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS	136/161	2.87367906538e-05	0.000205262790384286	5	7.33333333333333	5.5	2.39476409615447e-06	2	1.20187743171815	1.17534762084101	1	5.84517577123227	9	4	12	21	5	5	2	2	7	6	10	5
8	gmtcustom14	HALLMARK_ESTROGEN_RESPONSE_LATE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_LATE	162/200	0.000124748068655509	0.000567036675706857	10	10.9166666666667	11	1.03962668203601e-05	5	1.47162112526022	1.58881312741277	1	6.30056622012197	12	5	6	18	16	12	8	8	16	12	8	10
9	gmtcustom30	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	138/200	0.000121261525464556	0.000567036675706857	15	17.9166666666667	18	1.01056887903286e-05	5	1.71502781625626	1.71502781625626	1	7.34268263755999	14	18	22	5	25	31	18	20	13	27	7	15
10	gmtcustom37	HALLMARK_P53_PATHWAY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY	183/200	9.9019137399544e-05	0.000567036675706857	10	10.6666666666667	10	8.2519692954786e-06	4	1.29022238024713	1.31778065814805	1	5.52392935156572	8	9	4	16	15	13	9	11	8	17	6	12
11	gmtcustom48	HALLMARK_KRAS_SIGNALING_UP	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_KRAS_SIGNALING_UP	132/200	0.000113263735032485	0.000567036675706857	10	11.0833333333333	9.5	9.43913460556392e-06	3	1.50301051407563	1.50301051407563	1	6.43495610597115	17	7	7	3	19	11	12	10	5	25	9	8
12	gmtcustom38	HALLMARK_UV_RESPONSE_UP	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UV_RESPONSE_UP	141/158	0.000358378948251294	0.00149324561771372	10	12.3333333333333	8.5	2.98698189992021e-05	6	1.56952728147306	1.56952728147306	1	5.8492996822938	7	8	25	19	17	22	7	7	6	8	13	9
13	gmtcustom7	HALLMARK_IL6_JAK_STAT3_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_IL6_JAK_STAT3_SIGNALING	55/87	0.00105806874626523	0.00377881695094723	15	12.8333333333333	12.5	8.82151834913625e-05	6	1.58702207567815	1.58702207567815	1	5.07055601591542	20	12	15	13	6	9	11	13	20	9	15	11
14	gmtcustom27	HALLMARK_E2F_TARGETS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_E2F_TARGETS	200/200	0.000999641629521028	0.00377881695094723	30	27.1666666666667	28	8.33416605941416e-05	6	1.17586782601212	-0.50965349239243	-1	3.7569122854798	6	27	29	48	36	25	19	12	18	33	42	31
15	gmtcustom49	HALLMARK_KRAS_SIGNALING_DN	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_KRAS_SIGNALING_DN	88/200	0.00161684910513376	0.00538949701711252	25	22.3333333333333	25	0.00013483737664716	2	1.54416492465771	1.6869570868844	1	4.61961947349699	25	26	14	2	32	10	26	37	41	18	12	25
16	gmtcustom42	HALLMARK_COAGULATION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_COAGULATION	99/138	0.00232012665360199	0.0072503957925062	30	17.75	17	0.000193549793302769	7	1.75494332543808	1.75494332543808	1	4.95206619890336	18	13	26	7	22	8	16	26	9	29	25	14
17	gmtcustom29	HALLMARK_MYC_TARGETS_V2	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MYC_TARGETS_V2	58/58	0.00407436539442338	0.011983427630657	15	16.0833333333333	15.5	0.000340166150009936	3	1.6782938338621	1.6782938338621	1	4.25278100355923	11	21	18	27	12	15	20	14	15	3	16	21
18	gmtcustom23	HALLMARK_COMPLEMENT	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_COMPLEMENT	151/200	0.00453566849191882	0.012599079144219	20	17.3333333333333	16.5	0.000378760405949246	12	1.65292958007875	1.65292958007875	1	4.14107836754693	19	15	20	12	28	23	13	16	12	20	17	13
19	gmtcustom40	HALLMARK_ANGIOGENESIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ANGIOGENESIS	27/36	0.00929895016700587	0.0244709214921207	25	17.8333333333333	20	0.000778234960936829	3	0.99183889633011	0.971968664565181	1	2.10772353699744	26	17	19	22	4	3	23	23	17	21	23	16
20	gmtcustom46	HALLMARK_ALLOGRAFT_REJECTION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ALLOGRAFT_REJECTION	105/200	0.0319023329995371	0.0797558324988428	20	25.1666666666667	25	0.00269821169337328	14	1.34488858708252	1.34488858708252	1	1.94789377762145	27	16	39	20	40	32	15	24	14	32	26	17
21	gmtcustom19	HALLMARK_INTERFERON_GAMMA_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_INTERFERON_GAMMA_RESPONSE	138/200	0.0354119000967841	0.084314047849486	35	28.4166666666667	30	0.003	14	1.03452907881079	1.02537022313253	1	1.46544643597787	37	14	31	23	44	34	14	27	31	37	29	20
22	gmtcustom9	HALLMARK_G2M_CHECKPOINT	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT	198/200	0.0543452361770021	0.123511900402277	30	28.5833333333333	27	0.00464565205755395	13	0.98013495107873	1.3303898056154	1	1.1740681787597	13	38	17	45	30	26	25	18	23	28	41	39
23	gmtcustom5	HALLMARK_WNT_BETA_CATENIN_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_WNT_BETA_CATENIN_SIGNALING	38/42	0.0580256409090968	0.126142697628471	20	17.1666666666667	15.5	0.00496904859608448	4	1.80785395858417	2.06537007591391	1	2.14374124226971	15	20	16	9	7	7	17	15	50	4	28	18
24	gmtcustom35	HALLMARK_GLYCOLYSIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_GLYCOLYSIS	175/200	0.0696708845957027	0.145147676241047	35	27.25	28	0.006	14	1.45362545804967	1.49185602151565	1	1.60685806176365	34	19	33	35	31	33	24	36	25	24	14	19
25	gmtcustom36	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	46/49	0.108446751956492	0.216893503912983	20	24.3333333333333	22	0.00952023576970547	13	1.05191406657704	1.05191406657704	1	0.920808161679193	16	22	40	30	20	35	22	17	19	13	35	23
26	gmtcustom3	HALLMARK_CHOLESTEROL_HOMEOSTASIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_CHOLESTEROL_HOMEOSTASIS	67/74	0.19444360470269	0.285946477503956	30	34.25	35	0.0178571428571429	16	1.37717672933706	1.37717672933706	1	0.987514235435413	36	29	42	34	26	47	36	44	42	16	31	28
27	gmtcustom11	HALLMARK_NOTCH_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_NOTCH_SIGNALING	30/32	0.19444360470269	0.285946477503956	25	28.3333333333333	27.5	0.0178571428571429	11	0.967451596587086	1.05342531207264	1	0.693717270264294	32	24	30	25	11	39	37	39	34	23	24	22
28	gmtcustom15	HALLMARK_ANDROGEN_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ANDROGEN_RESPONSE	89/100	0.19444360470269	0.285946477503956	40	29	32	0.0178571428571429	14	1.15892211425466	1.50954628164338	1	0.831012868005435	35	36	23	36	14	40	39	30	26	14	21	34
29	gmtcustom20	HALLMARK_APICAL_JUNCTION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_APICAL_JUNCTION	146/200	0.19444360470269	0.285946477503956	40	36.75	38.5	0.0178571428571429	19	1.56913442924551	1.56913442924551	1	1.12515917143387	40	41	36	31	46	37	43	45	33	30	19	40
30	gmtcustom22	HALLMARK_HEDGEHOG_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_HEDGEHOG_SIGNALING	24/36	0.19444360470269	0.285946477503956	25	19.5	21.5	0.0178571428571429	2	1.23488122141458	1.23488122141458	1	0.88548000554935	21	31	2	24	3	18	30	22	28	5	20	30
31	gmtcustom24	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UNFOLDED_PROTEIN_RESPONSE	111/113	0.19444360470269	0.285946477503956	25	30.75	28.5	0.0178571428571429	21	1.41958425343957	1.41958425343957	1	1.01792291893041	22	25	35	42	39	50	21	21	21	31	36	26
32	gmtcustom25	HALLMARK_PI3K_AKT_MTOR_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_PI3K_AKT_MTOR_SIGNALING	91/105	0.19444360470269	0.285946477503956	30	32.5833333333333	31	0.0178571428571429	20	1.59459276065846	1.59459276065846	1	1.14341428909591	48	28	28	37	23	20	41	35	48	22	34	27
33	gmtcustom26	HALLMARK_MTORC1_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MTORC1_SIGNALING	193/200	0.19444360470269	0.285946477503956	30	31.8333333333333	31	0.0178571428571429	24	1.48384430367623	1.52968035704138	1	1.06400114609348	30	32	34	40	29	43	29	33	24	26	27	35
34	gmtcustom39	HALLMARK_UV_RESPONSE_DN	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UV_RESPONSE_DN	126/144	0.19444360470269	0.285946477503956	30	27.9166666666667	29	0.0178571428571429	8	1.44930784405931	1.44930784405931	1	1.03923647775326	29	34	8	32	21	38	38	40	29	15	22	29
35	gmtcustom16	HALLMARK_MYOGENESIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MYOGENESIS	130/200	0.343185191957419	0.49026455993917	35	32	34	0.0344230023273866	11	1.61692059165662	1.61692059165662	1	0.660128573348215	33	37	37	11	42	27	35	47	30	35	18	32
