Rank	ID	GeneSet	Description	NumGenes	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
1	gmtcustom1	HALLMARK_TNFA_SIGNALING_VIA_NFKB	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_TNFA_SIGNALING_VIA_NFKB	168/200	1.58042923330061e-49	7.90214616650307e-48	5	1.41666666666667	1	1.31702436108384e-50	1	1.85406498311815	1.85406498311815	1	100	1	1	5	1	1	2	1	1	1	1	1	1
2	gmtcustom31	HALLMARK_INFLAMMATORY_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE	107/200	3.65297407136174e-08	7.99695370779518e-07	5	8.66666666666667	8	3.04414511043562e-09	1	1.43770253374215	1.43770253374215	1	10.037105356967	12	9	3	2	4	1	14	22	11	17	2	7
3	gmtcustom34	HALLMARK_OXIDATIVE_PHOSPHORYLATION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_OXIDATIVE_PHOSPHORYLATION	196/200	4.79817222467711e-08	7.99695370779518e-07	20	19.75	18.5	3.99847694183058e-09	2	0.276197553360685	0.2936658908372	1	1.92791081799632	2	18	13	48	20	7	7	5	20	34	44	19
4	gmtcustom13	HALLMARK_ESTROGEN_RESPONSE_EARLY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_EARLY	172/200	3.44252253972276e-06	3.63321508814815e-05	10	24.4166666666667	24.5	2.86877330952114e-07	3	1.62680826494323	1.62680826494323	1	8.26999158517448	35	32	8	20	10	13	49	41	45	8	3	29
5	gmtcustom48	HALLMARK_KRAS_SIGNALING_UP	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_KRAS_SIGNALING_UP	132/200	3.63321508814815e-06	3.63321508814815e-05	5	14.8333333333333	10.5	3.02768428189803e-07	3	1.47655356093163	1.47655356093163	1	7.50612476216295	15	6	46	5	29	27	15	6	3	19	4	3
6	gmtcustom28	HALLMARK_MYC_TARGETS_V1	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MYC_TARGETS_V1	200/200	9.13430109841949e-06	6.84544092163515e-05	20	20.3333333333333	20	7.61194944991133e-07	3	1.79123628124725	1.79123628124725	1	8.54163265229663	3	20	14	47	25	6	10	12	21	30	36	20
7	gmtcustom43	HALLMARK_IL2_STAT5_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_IL2_STAT5_SIGNALING	148/199	9.58361729028922e-06	6.84544092163515e-05	10	18.5833333333333	15.5	7.98638282208512e-07	4	1.6530795631049	1.6530795631049	1	7.88279224042388	24	4	30	19	12	38	28	45	6	6	5	6
8	gmtcustom37	HALLMARK_P53_PATHWAY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY	183/200	5.574388690354e-05	0.000348399293147125	10	10.4166666666667	7.5	4.64544259754355e-06	4	1.32848749711221	1.33326515188849	1	5.25987004964129	6	7	7	16	5	37	4	10	8	10	6	9
9	gmtcustom38	HALLMARK_UV_RESPONSE_UP	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UV_RESPONSE_UP	141/158	6.77590378116183e-05	0.000376439098953435	5	9.33333333333333	4.5	5.64676185355748e-06	2	2.17817285396471	2.17817285396471	1	8.54042886832179	5	2	16	15	6	46	2	3	4	4	7	2
10	gmtcustom2	HALLMARK_HYPOXIA	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_HYPOXIA	165/200	0.000238866899609716	0.00119433449804858	10	8.41666666666667	8	1.99077545756435e-05	2	1.50170718007935	1.50170718007935	1	5.0256944823717	13	5	9	8	8	15	11	8	2	7	11	4
